row,model,px,py,pz,ux,uy,uz,k,cost,nfev,status
324,biot,-0.0034775319,0.0078571367,0.1337790775,0.0268486733,0.1097802891,0.9935931949,0.9993833230,0.0000491162,5,1
325,biot,0.0295840540,0.0063206392,0.1354302402,0.0281299094,0.1113366662,0.9933845454,0.9993373682,0.0000488004,5,1
326,biot,0.0627345239,0.0057890795,0.1358236282,0.0258730292,0.1113909114,0.9934398076,0.9993353210,0.0000487889,5,1
327,biot,0.0962813369,0.0054529702,0.1349478799,0.0266265848,0.1121360306,0.9933360638,0.9993913282,0.0000490054,5,1
328,biot,0.1289717844,0.0058002168,0.1323080898,0.0292894332,0.1152122999,0.9929089863,0.9994995945,0.0000495680,5,1
329,biot,0.1604351089,0.0067485071,0.1286438937,0.0324344612,0.1120943277,0.9931680963,0.9996448916,0.0000501329,5,1
330,biot,-0.0036718272,0.0412794760,0.1359069763,0.0276912894,0.1094926630,0.9936018062,0.9993143688,0.0000486281,5,1
331,biot,0.0297590943,0.0400383580,0.1377700834,0.0264488961,0.1111537858,0.9934512025,0.9992498280,0.0000481527,5,1
332,biot,0.0635570096,0.0394790405,0.1383147079,0.0277501802,0.1113116576,0.9933980282,0.9992424494,0.0000481459,5,1
333,biot,0.0970017425,0.0391492840,0.1371015493,0.0273236353,0.1108469655,0.9934618106,0.9993074146,0.0000483983,5,1
334,biot,0.1302555624,0.0388597881,0.1340735573,0.0267505528,0.1135038874,0.9931773635,0.9994393046,0.0000490266,5,1
335,biot,0.1616000483,0.0392466410,0.1298692559,0.0275710523,0.1138111770,0.9931197577,0.9996073323,0.0000497274,5,1
336,biot,-0.0028923676,0.0744208964,0.1367135582,0.0250809731,0.1097722506,0.9936402758,0.9992904603,0.0000484441,5,1
337,biot,0.0305510419,0.0737993246,0.1384994108,0.0273708335,0.1109424968,0.9934498477,0.9992204116,0.0000479724,5,1
338,biot,0.0641264682,0.0734286529,0.1385836838,0.0252306482,0.1103921681,0.9935678052,0.9992112294,0.0000478608,5,1
339,biot,0.0976645130,0.0726766566,0.1375410259,0.0294807086,0.1152128755,0.9929032587,0.9992840278,0.0000481809,5,1
340,biot,0.1307676542,0.0720021953,0.1344424585,0.0287465683,0.1140935153,0.9930540290,0.9994262408,0.0000487761,5,1
341,biot,0.1622814379,0.0716794662,0.1300667772,0.0300084030,0.1122407964,0.9932278185,0.9996057730,0.0000495758,5,1
342,biot,-0.0019426666,0.1076482730,0.1361802395,0.0264972312,0.1121941342,0.9933329618,0.9993222183,0.0000486143,5,1
343,biot,0.0313290654,0.1071484833,0.1376774501,0.0266647439,0.1114380587,0.9934135848,0.9992627708,0.0000481241,5,1
344,biot,0.0648860044,0.1066896785,0.1376719495,0.0261154744,0.1136441535,0.9931782259,0.9992605510,0.0000480705,5,1
345,biot,0.0979853080,0.1059613376,0.1367569610,0.0259074030,0.1102311734,0.9935682638,0.9993333438,0.0000483230,5,1
346,biot,0.1308537929,0.1049440142,0.1338802823,0.0276524501,0.1116967072,0.9933575326,0.9994689349,0.0000488733,5,1
347,biot,0.1624858612,0.1037788092,0.1296300540,0.0281147866,0.1144265169,0.9930338015,0.9996428524,0.0000496483,5,1
348,biot,-0.0004561976,0.1404405630,0.1342527211,0.0229864335,0.1107451392,0.9935829799,0.9994019481,0.0000489777,5,1
349,biot,0.0321879116,0.1401622552,0.1353342284,0.0267114933,0.1110542378,0.9934553097,0.9993671503,0.0000486692,5,1
350,biot,0.0651273591,0.1396860396,0.1353456657,0.0261739709,0.1125927833,0.9932964252,0.9993769903,0.0000485693,5,1
351,biot,0.0980504645,0.1386676616,0.1344682135,0.0279857384,0.1148044732,0.9929938224,0.9994406735,0.0000487883,5,1
352,biot,0.1304305524,0.1374902889,0.1320250847,0.0281816534,0.1141183058,0.9930673727,0.9995572498,0.0000492796,5,1
353,biot,0.1618878272,0.1354594807,0.1285198269,0.0278235979,0.1164161404,0.9928107220,0.9997107465,0.0000498756,5,1
354,biot,0.0011157520,0.1723608001,0.1313280162,0.0248972351,0.1103268938,0.9935834661,0.9995135929,0.0000495470,5,1
355,biot,0.0334810904,0.1718548702,0.1317416459,0.0264404405,0.1111982281,0.9934464541,0.9995042618,0.0000492817,5,1
356,biot,0.0657355667,0.1713955152,0.1318436157,0.0268328683,0.1129288540,0.9932406914,0.9995260189,0.0000492277,5,1
357,biot,0.0977313681,0.1705974135,0.1309563426,0.0295154801,0.1139070481,0.9930528792,0.9995818055,0.0000493741,5,1
358,biot,0.1300092044,0.1687218860,0.1291765095,0.0267031930,0.1154021872,0.9929598555,0.9996790707,0.0000497544,5,1
359,biot,0.1609534460,0.1666963188,0.1263638727,0.0284145192,0.1145958273,0.9930057459,0.9998151461,0.0000502011,5,1
360,biot,-0.0058809472,0.0055343660,0.1026056538,0.0244577472,0.1092314790,0.9937154032,0.9993875180,0.0000478880,5,1
361,biot,0.0281066114,0.0030054389,0.1048631537,0.0253655660,0.1097077557,0.9936401745,0.9992757463,0.0000471809,5,1
362,biot,0.0626156224,0.0022435135,0.1055578071,0.0269011026,0.1119924792,0.9933448622,0.9992557066,0.0000471252,5,1
363,biot,0.0972286712,0.0027313740,0.1040606885,0.0301719736,0.1101447199,0.9934574942,0.9993466281,0.0000476352,5,1
364,biot,0.1305680381,0.0042660910,0.1007309809,0.0313042549,0.1110935110,0.9933168052,0.9995427641,0.0000485345,5,1
365,biot,0.1617853131,0.0060876878,0.0953537291,0.0305254158,0.1096466390,0.9935017934,0.9997805657,0.0000495665,5,1
366,biot,-0.0067153714,0.0399042123,0.1056637021,0.0254729603,0.1100094584,0.9936040697,0.9992299052,0.0000470216,5,1
367,biot,0.0281558841,0.0386117937,0.1088283694,0.0262368581,0.1105902174,0.9935197185,0.9989957513,0.0000462866,5,1
368,biot,0.0638821587,0.0381692593,0.1095242254,0.0283511284,0.1102070723,0.9935042097,0.9989258508,0.0000463131,5,1
369,biot,0.0990131158,0.0378152893,0.1071982774,0.0280328459,0.1107248045,0.9934556745,0.9990940793,0.0000468191,5,1
370,biot,0.1326080094,0.0379310251,0.1026521811,0.0289384995,0.1118072900,0.9933084582,0.9994160449,0.0000476743,5,1
371,biot,0.1633462754,0.0389819030,0.0964759310,0.0284249794,0.1123770166,0.9932589927,0.9997277769,0.0000488598,5,1
372,biot,-0.0059473525,0.0751463537,0.1061542873,0.0285577034,0.1095923126,0.9935662950,0.9991567895,0.0000468279,5,1
373,biot,0.0292904532,0.0742979541,0.1095385776,0.0244699141,0.1108072115,0.9935406309,0.9988504091,0.0000462061,5,1
374,biot,0.0646673562,0.0737062418,0.1095801055,0.0286569172,0.1110893869,0.9933971659,0.9987341520,0.0000463324,5,1
375,biot,0.0994938634,0.0727498457,0.1072652680,0.0279478704,0.1095649377,0.9935866550,0.9989635027,0.0000466960,5,1
376,biot,0.1332251829,0.0716755789,0.1026709564,0.0280736871,0.1124970676,0.9932553941,0.9993807429,0.0000474278,5,1
377,biot,0.1640801940,0.0711718574,0.0965015398,0.0294760371,0.1142143783,0.9930187506,0.9997314487,0.0000484784,5,1
378,biot,-0.0043126336,0.1091212098,0.1053785148,0.0429510243,0.1083258755,0.9931871496,0.9992291607,0.0000470630,5,1
379,biot,0.0302470141,0.1091025796,0.1077603071,0.0255932660,0.1120234576,0.9933759257,0.9989820305,0.0000466902,5,1
380,biot,0.0647699039,0.1085614073,0.1075120238,0.0272077917,0.1118186378,0.9933560934,0.9988864057,0.0000466750,5,1
381,biot,0.0992300769,0.1067892144,0.1063705796,0.0284508928,0.1142454864,0.9930450723,0.9990999856,0.0000468707,5,1
382,biot,0.1332269763,0.1047607663,0.1020196325,0.0288487668,0.1148525542,0.9929635640,0.9994666748,0.0000474730,5,1
383,biot,0.1638705502,0.1029788031,0.0960705585,0.0241779501,0.1152630903,0.9930407075,0.9997837488,0.0000485667,5,1
384,biot,-0.0019932013,0.1426089596,0.1024936272,0.0237704561,0.1111444065,0.9935199476,0.9994086961,0.0000479157,5,1
385,biot,0.0317708459,0.1428398365,0.1035245923,0.0243252417,0.1116297292,0.9934521056,0.9993091203,0.0000472931,5,1
386,biot,0.0648730423,0.1424011335,0.1033077109,0.0251613575,0.1137443258,0.9931913886,0.9993029477,0.0000471364,5,1
387,biot,0.0983587171,0.1409817448,0.1025417353,0.0269106432,0.1117388089,0.9933731705,0.9994207407,0.0000472756,5,1
388,biot,0.1319412745,0.1381535227,0.0998489230,0.0278746665,0.1137402168,0.9931194118,0.9996366882,0.0000479909,5,1
389,biot,0.1627770566,0.1350327043,0.0951078554,0.0298030922,0.1157774300,0.9928279621,0.9998699012,0.0000491072,5,1
390,biot,0.0009019299,0.1737257366,0.0983419505,0.0229178857,0.1116453961,0.9934838076,0.9996252394,0.0000488491,5,1
391,biot,0.0332932986,0.1736947530,0.0983048910,0.0261457200,0.1128652539,0.9932662462,0.9996160427,0.0000482913,5,1
392,biot,0.0653966228,0.1729334682,0.0980873518,0.0240535689,0.1101007274,0.9936293351,0.9996446451,0.0000481584,5,1
393,biot,0.0975218595,0.1719180404,0.0976290967,0.0276097488,0.1143506995,0.9930567050,0.9997150948,0.0000483971,5,1
394,biot,0.1300062318,0.1693393557,0.0962175740,0.0272967307,0.1142705339,0.9930745861,0.9998323761,0.0000489555,5,1
395,biot,0.1608238231,0.1660083216,0.0932494031,0.0279996925,0.1134549644,0.9931485228,0.9999878379,0.0000497719,5,1
396,biot,-0.0063338581,0.0016194269,0.0652983127,0.0443675832,0.0925249614,0.9947213927,0.9921655337,0.0000469358,7,1
397,biot,0.0290157394,-0.0000266426,0.0665418283,0.0455480617,0.1014675648,0.9937956064,0.9832737406,0.0000464724,7,1
398,biot,0.0615291336,-0.0006950118,0.0670345373,0.0473323864,0.1167502442,0.9920327745,0.9828695259,0.0000464564,7,1
399,biot,0.0952781178,-0.0002021215,0.0676207408,0.0465745182,0.1258718500,0.9909526183,0.9876874054,0.0000473171,7,1
400,biot,0.1296371599,0.0010653667,0.0654140438,0.0408719872,0.1310733670,0.9905297841,0.9949383029,0.0000483062,15,1
401,biot,0.1622338484,0.0050630065,0.0602121983,0.0307247391,0.1142853073,0.9929727383,1.0000035045,0.0000485316,5,1
402,biot,-0.0080290225,0.0388118441,0.0680908543,0.0421013757,0.0928774233,0.9947870417,0.9827968855,0.0000466089,7,1
403,biot,0.0301442990,0.0387790754,0.0696290944,0.0446522534,0.1070577768,0.9932496205,0.9901839436,0.0000471958,6,1
404,biot,0.0631596290,0.0393544119,0.0691263834,0.0452951091,0.1093768175,0.9929678066,0.9896156551,0.0000470968,6,1
405,biot,0.0953818332,0.0381126922,0.0685718515,0.0327863693,0.1158748899,0.9927225513,0.9907887287,0.0000476057,6,1
406,biot,0.1295636555,0.0365564879,0.0671450204,0.0309836303,0.1177276485,0.9925624491,0.9950094280,0.0000481719,6,1
407,biot,0.1638475498,0.0373454840,0.0609858231,0.0299670473,0.1148963475,0.9929253776,0.9998798455,0.0000476702,5,1
408,biot,-0.0070486248,0.0725852818,0.0689011861,0.0404960815,0.1020989151,0.9939496360,0.9919666744,0.0000467540,6,1
409,biot,0.0318440718,0.0719441069,0.0689332507,0.0424148065,0.1067259700,0.9933833860,0.9891324832,0.0000474261,6,1
410,biot,0.0628369739,0.0712899714,0.0673087792,0.0265946818,0.1123413540,0.9933137184,0.9883291045,0.0000476132,6,1
411,biot,0.0938942256,0.0695176232,0.0674710610,0.0297728125,0.1180060377,0.9925664485,0.9898566035,0.0000480825,6,1
412,biot,0.1291927479,0.0684038670,0.0670718582,0.0266244955,0.1204491800,0.9923623992,0.9938555544,0.0000480178,6,1
413,biot,0.1641995561,0.0692482536,0.0607011641,0.0302609565,0.1153429950,0.9928646776,0.9998646361,0.0000472545,5,1
414,biot,-0.0051570828,0.1058795382,0.0690844033,0.0217389176,0.1045056975,0.9942866682,0.9927262498,0.0000474572,6,1
415,biot,0.0315144639,0.1033592607,0.0685390097,0.0211595819,0.1075260331,0.9939770743,0.9900954255,0.0000477895,6,1
416,biot,0.0623108560,0.1012457794,0.0675707997,0.0231788146,0.1141617338,0.9931917444,0.9895399699,0.0000480609,6,1
417,biot,0.0938941228,0.0996830521,0.0681084850,0.0227692532,0.1193144588,0.9925953964,0.9913994315,0.0000481721,6,1
418,biot,0.1297530925,0.0992896203,0.0666816309,0.0252003076,0.1205269712,0.9923901419,0.9950345334,0.0000474236,6,1
419,biot,0.1650093101,0.0987173413,0.0598206190,0.0205557742,0.1265715216,0.9917444782,1.0033883554,0.0000472721,7,1
420,biot,-0.0016838401,0.1406152062,0.0681075200,0.0190424802,0.1085608926,0.9939073984,0.9949998151,0.0000480714,6,1
421,biot,0.0322091331,0.1379828708,0.0672720418,0.0191456886,0.1093816189,0.9938154276,0.9929045422,0.0000477316,6,1
422,biot,0.0627844882,0.1363066992,0.0669791889,0.0185550027,0.1139296494,0.9933155324,0.9928601888,0.0000476866,6,1
423,biot,0.0948911242,0.1349273126,0.0675540303,0.0208424110,0.1176223430,0.9928396539,0.9959670334,0.0000476865,6,1
424,biot,0.1294957353,0.1325066433,0.0657914669,0.0235994185,0.1209347315,0.9923798961,0.9984498752,0.0000477439,6,1
425,biot,0.1641327300,0.1302880913,0.0604602793,0.0237810031,0.1223877593,0.9921974099,1.0029181220,0.0000483791,6,1
426,biot,0.0029067102,0.1735215442,0.0623506719,0.0250949188,0.1096532635,0.9936530616,0.9996949812,0.0000481935,5,1
427,biot,0.0343662190,0.1727528046,0.0609094010,0.0255373801,0.1137861582,0.9931769995,0.9996210232,0.0000473490,5,1
428,biot,0.0646563899,0.1719196884,0.0608471866,0.0248759483,0.1116538131,0.9934357620,0.9997071296,0.0000471464,5,1
429,biot,0.0958036554,0.1720580975,0.0599460710,0.0203279812,0.1181091728,0.9927925244,1.0005808673,0.0000474729,6,1
430,biot,0.1281155383,0.1681735666,0.0608185059,0.0215925059,0.1187514173,0.9926892085,1.0020147494,0.0000485883,6,1
431,biot,0.1625016663,0.1632238901,0.0594026833,0.0230084494,0.1197749952,0.9925344134,1.0043342470,0.0000496561,6,1
432,biot,0.0011500489,0.0186177402,0.2129576689,0.0004112280,-0.8093211413,0.5873662580,0.9994528305,0.0000506887,5,1
433,biot,0.0326036659,0.0176629026,0.2134212423,0.0031138106,-0.8069410011,0.5906238439,0.9994026524,0.0000506178,5,1
434,biot,0.0640863536,0.0170258225,0.2137483568,0.0060617271,-0.8074878812,0.5898530132,0.9994052603,0.0000505973,5,1
435,biot,0.0955553362,0.0163404192,0.2127623515,0.0054203772,-0.8069587040,0.5905829912,0.9994526556,0.0000506445,5,1
436,biot,0.1309850649,0.0174679969,0.2174808067,0.0044326919,-0.8063266348,0.5914538945,0.9989815435,0.0000505877,6,1
437,biot,0.1626541913,0.0167852487,0.2141900960,0.0065033377,-0.8061367307,0.5916935677,0.9991353487,0.0000506783,6,1
438,biot,-0.0004591911,0.0543841360,0.2185379873,0.0105680051,-0.8069880725,0.5904731731,0.9989664078,0.0000505439,6,1
439,biot,0.0331897899,0.0495524657,0.2129770662,0.0063200551,-0.8093001805,0.5873612812,0.9994854533,0.0000506918,5,1
440,biot,0.0646385127,0.0488124750,0.2130120967,0.0043025223,-0.8059613138,0.5919525733,0.9994809228,0.0000506968,5,1
441,biot,0.0958522731,0.0479977650,0.2121991296,0.0059338762,-0.8040679165,0.5945078425,0.9995222309,0.0000507420,5,1
442,biot,0.1311074545,0.0511860385,0.2160691441,0.0033847297,-0.8050628963,0.5931798013,0.9991194042,0.0000506489,6,1
443,biot,0.1627602395,0.0501175470,0.2128293027,0.0059444374,-0.8008059265,0.5988944246,0.9992676249,0.0000507835,6,1
444,biot,0.0009540819,0.0876010098,0.2154447348,0.0087720208,-0.8073310633,0.5900335634,0.9991866530,0.0000506380,6,1
445,biot,0.0334507465,0.0866690487,0.2165161533,0.0040683457,-0.8095569327,0.5870272747,0.9991548192,0.0000505931,6,1
446,biot,0.0661016671,0.0859110443,0.2165198215,0.0052872248,-0.8076040088,0.5897014585,0.9991631738,0.0000505880,6,1
447,biot,0.0987018604,0.0852148040,0.2153881025,0.0050081602,-0.8070359247,0.5904811043,0.9992256653,0.0000506397,6,1
448,biot,0.1307119317,0.0840410833,0.2134830862,0.0072882353,-0.7997193343,0.6003297993,0.9993169526,0.0000507520,6,1
449,biot,0.1620907176,0.0826089318,0.2105189244,0.0122979131,-0.8004438205,0.5992816128,0.9994537209,0.0000508162,6,1
450,biot,0.0028054842,0.1191129084,0.2114529360,0.0013536670,-0.8094791227,0.5871471003,0.9994733949,0.0000507794,6,1
451,biot,0.0344937362,0.1183016683,0.2122124157,0.0036526574,-0.8058972498,0.5920441545,0.9994402257,0.0000507310,6,1
452,biot,0.0664965108,0.1179608962,0.2120305954,0.0049897243,-0.8080747902,0.5890587714,0.9994634433,0.0000507650,6,1
453,biot,0.0983118141,0.1168909604,0.2111298228,0.0040953862,-0.8046503109,0.5937348777,0.9995064411,0.0000508097,6,1
454,biot,0.1297617704,0.1155279983,0.2095432605,0.0055864681,-0.8010608638,0.5985568342,0.9995894946,0.0000508219,6,1
455,biot,0.1607886376,0.1138105629,0.2073362178,0.0101407975,-0.7999803077,0.5999405566,0.9997053689,0.0000509070,6,1
456,biot,0.0044331304,0.1489458442,0.2069460440,0.0028969550,-0.8087122833,0.5881972888,0.9997964614,0.0000508829,6,1
457,biot,0.0355083630,0.1482721859,0.2071823847,0.0037179916,-0.8071563484,0.5903260165,0.9997788063,0.0000508784,6,1
458,biot,0.0665714667,0.1479104439,0.2069535258,0.0068209708,-0.8014653877,0.5980022631,0.9997816654,0.0000509017,6,1
459,biot,0.0978629485,0.1468131546,0.2063705527,0.0040407071,-0.8005952136,0.5991919363,0.9998270509,0.0000509480,6,1
460,biot,0.1287608752,0.1452541508,0.2053616153,0.0039087790,-0.8010517041,0.5985823993,0.9999007200,0.0000509486,6,1
461,biot,0.1549540008,0.1334930791,0.2071073066,0.0067584299,-0.8035339284,0.5952205890,1.0000000000,0.0000511339,6,1
462,biot,0.0060868392,0.1768886700,0.2027500542,0.0046405748,-0.8076023843,0.5897091266,1.0001189624,0.0000509638,6,1
463,biot,0.0362851574,0.1761328830,0.2028365966,0.0075116903,-0.8063998032,0.5913230351,1.0001096571,0.0000509245,6,1
464,biot,0.0668623739,0.1756346600,0.2027591117,0.0065503605,-0.7995897890,0.6005108343,1.0001086430,0.0000509368,6,1
465,biot,0.0971012612,0.1744480806,0.2023357928,0.0020082837,-0.8033104685,0.5955570989,1.0001585224,0.0000509150,6,1
466,biot,0.1255048520,0.1636284568,0.2078647268,-0.0041847015,-0.8048711377,0.5934348658,1.0000000000,0.0000511237,6,1
467,biot,0.1554395024,0.1629880521,0.2079495518,0.0013216419,-0.8041310994,0.5944505263,1.0000000000,0.0000511238,6,1
468,biot,-0.0001345832,0.0188524931,0.1846346644,0.0022319758,-0.8080853827,0.5890611450,0.9993585336,0.0000502872,5,1
469,biot,0.0318504756,0.0176162606,0.1849883574,0.0080027544,-0.8081327767,0.5889459832,0.9993511013,0.0000502018,5,1
470,biot,0.0637318195,0.0170599254,0.1851472506,0.0075561201,-0.8058243598,0.5921064146,0.9993584938,0.0000502190,5,1
471,biot,0.0958150585,0.0164393829,0.1843974179,0.0077594493,-0.8078558814,0.5893289962,0.9993854346,0.0000502864,5,1
472,biot,0.1277792288,0.0157535370,0.1831133511,0.0071912460,-0.8057110144,0.5922651832,0.9994313805,0.0000504053,5,1
473,biot,0.1588382847,0.0153867990,0.1808205082,0.0064817980,-0.8065706992,0.5911021008,0.9995246758,0.0000505793,5,1
474,biot,0.0005724712,0.0513717151,0.1839419467,0.0049040521,-0.8094693345,0.5871416752,0.9994280936,0.0000503630,5,1
475,biot,0.0326025428,0.0502877711,0.1843990026,0.0071720823,-0.8052754702,0.5928574688,0.9994152286,0.0000503669,5,1
476,biot,0.0643881405,0.0495024536,0.1844579770,0.0090517651,-0.8061394858,0.5916563149,0.9994228083,0.0000503465,5,1
477,biot,0.0964037873,0.0488565992,0.1837498088,0.0043192573,-0.8046078319,0.5937908561,0.9994503063,0.0000504346,5,1
478,biot,0.1281467823,0.0483652735,0.1823226081,0.0085718819,-0.8083412572,0.5886517941,0.9995012800,0.0000505376,5,1
479,biot,0.1590143307,0.0472410599,0.1802188889,0.0087971994,-0.8034009821,0.5953733882,0.9996060509,0.0000507167,5,1
480,biot,0.0015232750,0.0836089564,0.1823492259,0.0066198472,-0.8095489376,0.5870150724,0.9995389433,0.0000505392,5,1
481,biot,0.0333626671,0.0825629147,0.1826876108,0.0063508173,-0.8077979878,0.5894252099,0.9995247642,0.0000505278,5,1
482,biot,0.0648823155,0.0818423987,0.1827791934,0.0077456701,-0.8048806315,0.5933861927,0.9995287047,0.0000505422,5,1
483,biot,0.0966949164,0.0810161063,0.1822702103,0.0055823959,-0.8050833361,0.5931354473,0.9995566382,0.0000505917,5,1
484,biot,0.1281630191,0.0803027984,0.1809805694,0.0058795935,-0.8053310586,0.5927961845,0.9996085093,0.0000506554,5,1
485,biot,0.1584685045,0.0785817218,0.1785920923,0.0092076455,-0.7992389165,0.6009429038,0.9997309645,0.0000508287,5,1
